"businesses__id","businesses__alias","businesses__name","businesses__image_url","businesses__is_closed","businesses__url","businesses__review_count","businesses__categories__alias","businesses__categories__title","businesses__rating","businesses__coordinates__latitude","businesses__coordinates__longitude","businesses__transactions__001","businesses__transactions__002","businesses__price","businesses__location__address1","businesses__location__address2","businesses__location__address3","businesses__location__city","businesses__location__zip_code","businesses__location__country","businesses__location__state","businesses__location__display_address__001","businesses__location__display_address__002","businesses__phone","businesses__display_phone","total"
"DFFNe30NcyL1ZhDxos_yyA","bk-cafe-brooklyn","BK Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/X1axkRJP0yjZdNfxuLrZ5g/o.jpg","False","https://www.yelp.com/biz/bk-cafe-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","1","thai","Thai","5.0","40.70177316341405","-73.9242596","pickup","delivery","","247 Suydam St","null","","Brooklyn","11237","US","NY","247 Suydam St","Brooklyn, NY 11237","+17189758085","(718) 975-8085",""
"03icxNONL86QOeZQLsyrnA","semkeh-brooklyn","Semkeh","https://s3-media4.fl.yelpcdn.com/bphoto/tI0Ke72s8wWnpC3ssyrDkA/o.jpg","False","https://www.yelp.com/biz/semkeh-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","45","lebanese","Lebanese","4.5","40.7057062","-73.932148","pickup","delivery","","53 Morgan Ave","null","","Brooklyn","11237","US","NY","53 Morgan Ave","Brooklyn, NY 11237","+13475992889","(347) 599-2889",""
"","","","","","","","falafel","Falafel","","","","","","","","","","","","","","","","","",""
"hOLv0a65RSb5QvFd0FrYjw","taqueria-santa-fe-brooklyn","Taqueria Santa Fe","https://s3-media3.fl.yelpcdn.com/bphoto/OjSPCx-8Yhea94DJ8utdNA/o.jpg","False","https://www.yelp.com/biz/taqueria-santa-fe-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","134","mexican","Mexican","4.5","40.700351","-73.920546","pickup","delivery","$","214 Stanhope St","null","","Brooklyn","11237","US","NY","214 Stanhope St","Brooklyn, NY 11237","+17184555012","(718) 455-5012",""
"qd9_gxrmskbOT6OLN9sShA","dock-asian-eatery-brooklyn-4","Dock Asian Eatery","https://s3-media2.fl.yelpcdn.com/bphoto/CB7Xnew5qpE0KGc-aVck8w/o.jpg","False","https://www.yelp.com/biz/dock-asian-eatery-brooklyn-4?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","211","ramen","Ramen","4.0","40.70628","-73.92274","pickup","delivery","$$","22 Wyckoff Ave","","null","Brooklyn","11237","US","NY","22 Wyckoff Ave","Brooklyn, NY 11237","+17188213900","(718) 821-3900",""
"","","","","","","","thai","Thai","","","","","","","","","","","","","","","","","",""
"","","","","","","","asianfusion","Asian Fusion","","","","","","","","","","","","","","","","","",""
"q6FcRtW3ZoQ-hynSCSa8Ig","arepera-guacuco-bushwick-brooklyn","Arepera Guacuco Bushwick","https://s3-media2.fl.yelpcdn.com/bphoto/5FZXgDM5mepuR5LbxFod_w/o.jpg","False","https://www.yelp.com/biz/arepera-guacuco-bushwick-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","581","salad","Salad","4.0","40.704667","-73.924583","pickup","delivery","$$","44 Irving Ave","","","Brooklyn","11237","US","NY","44 Irving Ave","Brooklyn, NY 11237","+13473053300","(347) 305-3300",""
"","","","","","","","empanadas","Empanadas","","","","","","","","","","","","","","","","","",""
"","","","","","","","venezuelan","Venezuelan","","","","","","","","","","","","","","","","","",""
"6dkAUdN7ck4O6QgRshimnw","inca-chicken-brooklyn","Inca Chicken","https://s3-media1.fl.yelpcdn.com/bphoto/DgcDgRNbhv_zjEsTG-ZhMw/o.jpg","False","https://www.yelp.com/biz/inca-chicken-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","175","peruvian","Peruvian","4.5","40.7034225463867","-73.9182891845703","pickup","delivery","$","122 Wyckoff Ave","null","","Brooklyn","11237","US","NY","122 Wyckoff Ave","Brooklyn, NY 11237","+17183663763","(718) 366-3763",""
"","","","","","","","chickenshop","Chicken Shop","","","","","","","","","","","","","","","","","",""
"","","","","","","","hotdogs","Fast Food","","","","","","","","","","","","","","","","","",""
"jSjiUhpBpFvEIhxjkz1Fcw","bk-taco-factory-brooklyn","BK Taco Factory","https://s3-media4.fl.yelpcdn.com/bphoto/Y5HZR0-t9p2Ui-_MXXRPxA/o.jpg","False","https://www.yelp.com/biz/bk-taco-factory-brooklyn?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","75","tacos","Tacos","4.5","40.699987","-73.921334","pickup","delivery","","195 Stanhope St","","null","Brooklyn","11237","US","NY","195 Stanhope St","Brooklyn, NY 11237","+17184434200","(718) 443-4200",""
"","","","","","","","seafood","Seafood","","","","","","","","","","","","","","","","","",""
"AJKcsxpc9IthvhdEnfqogg","good-chinese-restaurant-brooklyn-3","Good Chinese Restaurant","https://s3-media3.fl.yelpcdn.com/bphoto/uxsKYRrs-J8WzbnrnyJjZQ/o.jpg","False","https://www.yelp.com/biz/good-chinese-restaurant-brooklyn-3?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","204","chinese","Chinese","4.0","40.6951122106303","-73.9116479761463","pickup","delivery","$","663 Knickerbocker Ave","","","Brooklyn","11221","US","NY","663 Knickerbocker Ave","Brooklyn, NY 11221","+17183667829","(718) 366-7829",""
"HfVMTVjgxumjFpUF_T8mqg","taqueria-sofia-brooklyn-3","Taqueria Sofia","https://s3-media4.fl.yelpcdn.com/bphoto/jw_KQA_N3SiiJseacn7pZQ/o.jpg","False","https://www.yelp.com/biz/taqueria-sofia-brooklyn-3?adjust_creative=nyzI_VHJj-t-_qVYe0AHfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=nyzI_VHJj-t-_qVYe0AHfw","123","mexican","Mexican","4.0","40.7000869","-73.9257427","pickup","delivery","$","187 Suydam","","","Brooklyn","11221","US","NY","187 Suydam","Brooklyn, NY 11221","+13473188208","(347) 318-8208",""
